Data	etched_(Thermal_SiO2)_20sec_2
Recipe	SINGH
Site Name	
Points	243
X-Resolution	0.400826
X-Coord	6721.42
Y-Coord	-2913.55
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	   -470747	         0	   15.6925	   15.6925	   15.6925
2	   -470781	  -33.5938	   17.7312	   17.7312	   17.7312
3	   -470678	    69.375	   23.4569	   23.4569	   23.4569
4	   -470633	   114.906	   1.78798	   1.78798	   1.78798
5	   -470818	  -70.4375	  -50.2274	  -50.2274	  -50.2274
6	   -470988	  -240.594	  -93.7125	  -93.7125	  -93.7125
7	   -470825	  -78.0313	  -109.519	  -109.519	  -109.519
8	   -470723	   24.9375	  -129.551	  -129.551	  -129.551
9	   -471004	  -256.844	  -169.745	  -169.745	  -169.745
10	   -471060	  -312.125	  -199.496	  -199.496	  -199.496
11	   -470864	  -117.031	  -211.092	  -211.092	  -211.092
12	   -470888	  -140.875	  -235.902	  -235.902	  -235.902
13	   -471128	  -380.406	  -272.275	  -272.275	  -272.275
14	   -471150	  -402.094	  -284.053	  -284.053	  -284.053
15	   -470885	  -137.625	  -279.826	  -279.826	  -279.826
16	   -470934	  -186.406	  -306.381	  -306.381	  -306.381
17	   -471244	  -496.375	  -360.255	  -360.255	  -360.255
18	   -471233	  -485.531	  -396.737	  -396.737	  -396.737
19	   -471018	  -270.938	   -417.57	   -417.57	   -417.57
20	   -471165	   -417.25	  -456.409	  -456.409	  -456.409
21	   -471378	   -630.75	  -499.909	  -499.909	  -499.909
22	   -471332	  -584.156	  -512.168	  -512.168	  -512.168
23	   -471118	  -370.656	  -509.848	  -509.848	  -509.848
24	   -471219	  -471.438	  -535.606	  -535.606	  -535.606
25	   -471433	  -686.031	  -582.981	  -582.981	  -582.981
26	   -471411	  -663.281	  -615.498	  -615.498	  -615.498
27	   -471299	  -551.656	  -632.201	  -632.201	  -632.201
28	   -471392	  -644.844	  -655.508	  -655.508	  -655.508
29	   -471488	  -740.219	  -684.341	  -684.341	  -684.341
30	   -471457	  -709.875	  -707.195	  -707.195	  -707.195
31	   -471413	  -665.438	  -732.561	  -732.561	  -732.561
32	   -471519	  -771.656	  -769.116	  -769.116	  -769.116
33	   -471633	  -885.469	  -802.158	  -802.158	  -802.158
34	   -471552	  -804.156	  -821.626	  -821.626	  -821.626
35	   -471507	  -759.719	   -844.96	   -844.96	   -844.96
36	   -471663	  -915.813	  -883.162	  -883.162	  -883.162
37	   -471725	  -977.563	  -918.855	  -918.855	  -918.855
