Data	etched_(PECVD_SiO2)_20sec_3
Recipe	SINGH
Site Name	
Points	164
X-Resolution	0.398773
X-Coord	-8612.66
Y-Coord	220.80
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
1	    112056	         0	   95.6997	   95.6997	   95.6997
2	    112179	   122.469	   51.6261	   51.6261	   51.6261
3	    112103	   46.6094	  0.457297	  0.457297	  0.457297
4	    111937	  -119.219	  -49.5344	  -49.5344	  -49.5344
5	    111866	  -190.742	  -67.5048	  -67.5048	  -67.5048
6	    112055	  -1.07813	  -56.9652	  -56.9652	  -56.9652
7	    112147	   91.0391	  -66.1222	  -66.1222	  -66.1222
8	    111932	  -124.633	  -112.921	  -112.921	  -112.921
9	    111700	   -356.57	   -150.55	   -150.55	   -150.55
10	    111925	  -131.133	  -148.403	  -148.403	  -148.403
11	    112122	   66.1172	  -145.197	  -145.197	  -145.197
12	    111797	  -259.023	   -168.85	   -168.85	   -168.85
13	    111724	  -332.727	  -185.619	  -185.619	  -185.619
14	    111973	  -83.4531	  -178.567	  -178.567	  -178.567
15	    111985	  -71.5313	  -180.793	  -180.793	  -180.793
16	    111758	  -298.039	   -201.81	   -201.81	   -201.81
17	    111761	  -294.789	  -213.009	  -213.009	  -213.009
18	    111962	  -94.2891	  -212.822	  -212.822	  -212.822
19	    111862	      -194	  -224.769	  -224.769	  -224.769
20	    111701	  -355.484	  -242.163	  -242.163	  -242.163
21	    111818	   -238.43	  -244.144	  -244.144	  -244.144
22	    111887	   -169.07	  -239.023	  -239.023	  -239.023
23	    111798	  -257.938	   -240.82	   -240.82	   -240.82
24	    111744	  -312.133	  -242.493	  -242.493	  -242.493
25	    111873	  -183.156	  -246.275	  -246.275	  -246.275
26	    111907	  -149.563	  -273.115	  -273.115	  -273.115
27	    111614	  -442.188	  -315.937	  -315.937	  -315.937
28	    111640	   -416.18	  -340.722	  -340.722	  -340.722
29	    111819	  -237.352	  -347.152	  -347.152	  -347.152
30	    111716	  -340.313	  -361.316	  -361.316	  -361.316
31	    111589	  -467.117	  -379.148	  -379.148	  -379.148
32	    111640	   -416.18	  -383.046	  -383.046	  -383.046
33	    111797	  -259.023	  -388.634	  -388.634	  -388.634
34	    111663	  -393.414	  -413.603	  -413.603	  -413.603
35	    111444	  -612.344	  -427.224	  -427.224	  -427.224
36	    111640	   -416.18	  -387.145	  -387.145	  -387.145
37	    111806	  -250.352	  -284.158	  -284.158	  -284.158
38	    111726	  -330.555	  -104.124	  -104.124	  -104.124
39	    112079	   22.7656	   179.292	   179.292	   179.292
40	    112662	   605.844	   530.774	   530.774	   530.774
41	    113131	   1075.13	   845.951	   845.951	   845.951
42	    113251	   1194.35	   1052.98	   1052.98	   1052.98
43	    113139	   1082.72	   1180.65	   1180.65	   1180.65
44	    113265	   1208.44	   1295.78	   1295.78	   1295.78
45	    113632	   1575.85	   1404.07	   1404.07	   1404.07
46	    113607	   1550.92	   1466.19	   1466.19	   1466.19
47	    113486	   1429.54	   1483.51	   1483.51	   1483.51
48	    113496	   1439.29	   1499.28	   1499.28	   1499.28
49	    113596	   1540.09	   1533.46	   1533.46	   1533.46
50	    113688	    1632.2	   1564.87	   1564.87	   1564.87
51	    113664	   1607.28	   1570.88	   1570.88	   1570.88
52	    113584	   1528.16	   1558.95	   1558.95	   1558.95
53	    113563	   1506.48	   1552.73	   1552.73	   1552.73
54	    113636	   1580.18	   1559.57	   1559.57	   1559.57
55	    113645	   1588.85	   1565.87	   1565.87	   1565.87
56	    113632	   1575.85	   1559.13	   1559.13	   1559.13
57	    113603	   1546.59	   1542.58	   1542.58	   1542.58
58	    113543	   1486.98	   1530.57	   1530.57	   1530.57
59	    113558	   1502.15	   1528.62	   1528.62	   1528.62
60	    113682	    1625.7	   1518.97	   1518.97	   1518.97
61	    113570	   1514.07	   1488.44	   1488.44	   1488.44
62	    113372	   1315.73	    1462.3	    1462.3	    1462.3
63	    113498	   1441.46	    1465.8	    1465.8	    1465.8
64	    113668	   1611.62	   1471.08	   1471.08	   1471.08
65	    113571	   1515.16	   1439.19	   1439.19	   1439.19
66	    113307	   1250.71	   1389.74	   1389.74	   1389.74
67	    113339	   1283.22	   1366.83	   1366.83	   1366.83
68	    113553	   1496.73	   1359.57	   1359.57	   1359.57
69	    113473	   1416.53	      1326	      1326	      1326
70	    113197	   1141.24	   1275.81	   1275.81	   1275.81
71	    113206	   1149.91	   1252.53	   1252.53	   1252.53
72	    113444	   1387.27	   1250.13	   1250.13	   1250.13
73	    113358	   1301.65	   1226.92	   1226.92	   1226.92
74	    113139	   1082.72	   1186.89	   1186.89	   1186.89
75	    113123	   1066.46	   1169.08	   1169.08	   1169.08
76	    113338	   1282.14	   1169.59	   1169.59	   1169.59
77	    113309	   1252.88	    1147.2	    1147.2	    1147.2
78	    113053	   997.102	   1098.56	   1098.56	   1098.56
79	    113070	   1013.36	   1060.54	   1060.54	   1060.54
80	    113122	   1065.38	    1047.2	    1047.2	    1047.2
81	    113119	   1063.21	   1037.71	   1037.71	   1037.71
82	    113106	    1050.2	   1014.38	   1014.38	   1014.38
83	    113005	   948.328	   984.928	   984.928	   984.928
84	    112962	   906.063	   968.476	   968.476	   968.476
85	    113063	   1006.85	   964.069	   964.069	   964.069
86	    113062	   1005.77	   947.427	   947.427	   947.427
87	    112983	   926.648	   906.337	   906.337	   906.337
88	    112854	    797.68	   860.805	   860.805	   860.805
89	    112830	   773.836	   835.313	   835.313	   835.313
90	    112959	   902.805	   823.089	   823.089	   823.089
91	    112881	   824.773	   800.013	   800.013	   800.013
92	    112791	    734.82	   765.882	   765.882	   765.882
93	    112761	   704.477	   745.806	   745.806	   745.806
94	    112739	   682.797	   754.852	   754.852	   754.852
95	    112905	   848.617	   771.112	   771.112	   771.112
96	    112963	   907.141	   757.937	   757.937	   757.937
97	    112642	   585.258	   724.789	   724.789	   724.789
98	    112635	    578.75	   717.922	   717.922	   717.922
99	    112946	   889.805	   733.911	   733.911	   733.911
100	    112895	   838.867	   724.206	   724.206	   724.206
101	    112613	   557.078	   690.647	   690.647	   690.647
102	    112621	   564.664	   680.852	   680.852	   680.852
103	    112872	   816.102	   693.431	   693.431	   693.431
104	    112862	   805.266	   678.935	   678.935	   678.935
105	    112608	   551.656	   631.036	   631.036	   631.036
106	    112521	   464.953	   594.973	   594.973	   594.973
107	    112715	   658.953	   583.108	   583.108	   583.108
108	    112750	   693.633	    558.38	    558.38	    558.38
109	    112465	   408.594	   510.409	   510.409	   510.409
110	    112450	   393.422	   472.618	   472.618	   472.618
111	    112589	   533.234	   458.822	   458.822	   458.822
112	    112491	   434.609	   452.312	   452.312	   452.312
113	    112469	    412.93	   444.092	   444.092	   444.092
114	    112547	   490.961	   433.804	   433.804	   433.804
115	    112455	   398.844	   422.371	   422.371	   422.371
116	    112414	   357.656	   417.597	   417.597	   417.597
117	    112531	   474.711	   418.375	   418.375	   418.375
118	    112504	   447.609	   410.194	   410.194	   410.194
119	    112405	   348.984	   391.455	   391.455	   391.455
120	    112423	   366.328	    374.91	    374.91	    374.91
121	    112434	    378.25	   363.633	   363.633	   363.633
122	    112420	   364.156	   351.097	   351.097	   351.097
123	    112377	   320.805	   337.997	   337.997	   337.997
124	    112356	   300.219	   330.882	   330.882	   330.882
125	    112417	   360.906	   326.318	   326.318	   326.318
126	    112402	   345.734	   311.737	   311.737	   311.737
127	    112324	   267.703	   284.674	   284.674	   284.674
128	    112307	   250.359	   257.452	   257.452	   257.452
129	    112259	   202.672	    241.49	    241.49	    241.49
130	    112303	   247.109	   232.632	   232.632	   232.632
131	    112343	   287.211	    215.38	    215.38	    215.38
132	    112206	    149.57	   189.386	   189.386	   189.386
133	    112145	    88.875	   173.975	   173.975	   173.975
134	    112277	   221.102	   167.572	   167.572	   167.572
135	    112340	   283.961	    140.17	    140.17	    140.17
136	    112050	      -6.5	   92.4948	   92.4948	   92.4948
137	    111988	  -68.2734	   68.8333	   68.8333	   68.8333
138	    112181	   124.641	   80.8602	   80.8602	   80.8602
139	    112295	   238.438	   81.6131	   81.6131	   81.6131
140	    112099	   42.2734	   45.7833	   45.7833	   45.7833
141	    111884	   -172.32	   14.8323	   14.8323	   14.8323
142	    112078	   21.6797	   23.1704	   23.1704	   23.1704
143	    112255	   198.336	   37.8788	   37.8788	   37.8788
144	    112091	   34.6875	   21.8392	   21.8392	   21.8392
145	    111900	  -156.063	  -4.84841	  -4.84841	  -4.84841
146	    112093	   36.8516	    -18.82	    -18.82	    -18.82
147	    112141	   84.5391	  -40.2814	  -40.2814	  -40.2814
148	    111894	   -162.57	  -78.8165	  -78.8165	  -78.8165
149	    111866	  -190.742	  -104.935	  -104.935	  -104.935
