# Test:	Laser Sweep (sweepLaser)
# User:	memQ
# Settings:
#	Laser:	Santec_TSL570
#	Detector:	Santec_MPM210
#	Sweep speed:	1 nm/s
#	Laser power:	-8 dBm
#	Wavelength step-size:	0.01 nm
#	Start wavelength:	1564 nm
#	Stop wavelength:	1568 nm
#	Stitch count:	0 
#	Init Range:	-15 
#	New sweep plot behavior:	replace
#	Turn off laser when done:	yes
#	Skip sweep if fine align fails:	yes
# Metric Tag, value [, value]
wavelength,1564,1564.01,1564.02,1564.03,1564.04,1564.05,1564.06,1564.07,1564.08,1564.09,1564.1,1564.11,1564.12,1564.13,1564.14,1564.15,1564.16,1564.17,1564.18,1564.19,1564.2,1564.21,1564.22,1564.23,1564.24,1564.25,1564.26,1564.27,1564.28,1564.29,1564.3,1564.31,1564.32,1564.33,1564.34,1564.35,1564.36,1564.37,1564.38,1564.39,1564.4,1564.41,1564.42,1564.43,1564.44,1564.45,1564.46,1564.47,1564.48,1564.49,1564.5,1564.51,1564.52,1564.53,1564.54,1564.55,1564.56,1564.57,1564.58,1564.59,1564.6,1564.61,1564.62,1564.63,1564.64,1564.65,1564.66,1564.67,1564.68,1564.69,1564.7,1564.71,1564.72,1564.73,1564.74,1564.75,1564.76,1564.77,1564.78,1564.79,1564.8,1564.81,1564.82,1564.83,1564.84,1564.85,1564.86,1564.87,1564.88,1564.89,1564.9,1564.91,1564.92,1564.93,1564.94,1564.95,1564.96,1564.97,1564.98,1564.99,1565,1565.01,1565.02,1565.03,1565.04,1565.05,1565.06,1565.07,1565.08,1565.09,1565.1,1565.11,1565.12,1565.13,1565.14,1565.15,1565.16,1565.17,1565.18,1565.19,1565.2,1565.21,1565.22,1565.23,1565.24,1565.25,1565.26,1565.27,1565.28,1565.29,1565.3,1565.31,1565.32,1565.33,1565.34,1565.35,1565.36,1565.37,1565.38,1565.39,1565.4,1565.41,1565.42,1565.43,1565.44,1565.45,1565.46,1565.47,1565.48,1565.49,1565.5,1565.51,1565.52,1565.53,1565.54,1565.55,1565.56,1565.57,1565.58,1565.59,1565.6,1565.61,1565.62,1565.63,1565.64,1565.65,1565.66,1565.67,1565.68,1565.69,1565.7,1565.71,1565.72,1565.73,1565.74,1565.75,1565.76,1565.77,1565.78,1565.79,1565.8,1565.81,1565.82,1565.83,1565.84,1565.85,1565.86,1565.87,1565.88,1565.89,1565.9,1565.91,1565.92,1565.93,1565.94,1565.95,1565.96,1565.97,1565.98,1565.99,1566,1566.01,1566.02,1566.03,1566.04,1566.05,1566.06,1566.07,1566.08,1566.09,1566.1,1566.11,1566.12,1566.13,1566.14,1566.15,1566.16,1566.17,1566.18,1566.19,1566.2,1566.21,1566.22,1566.23,1566.24,1566.25,1566.26,1566.27,1566.28,1566.29,1566.3,1566.31,1566.32,1566.33,1566.34,1566.35,1566.36,1566.37,1566.38,1566.39,1566.4,1566.41,1566.42,1566.43,1566.44,1566.45,1566.46,1566.47,1566.48,1566.49,1566.5,1566.51,1566.52,1566.53,1566.54,1566.55,1566.56,1566.57,1566.58,1566.59,1566.6,1566.61,1566.62,1566.63,1566.64,1566.65,1566.66,1566.67,1566.68,1566.69,1566.7,1566.71,1566.72,1566.73,1566.74,1566.75,1566.76,1566.77,1566.78,1566.79,1566.8,1566.81,1566.82,1566.83,1566.84,1566.85,1566.86,1566.87,1566.88,1566.89,1566.9,1566.91,1566.92,1566.93,1566.94,1566.95,1566.96,1566.97,1566.98,1566.99,1567,1567.01,1567.02,1567.03,1567.04,1567.05,1567.06,1567.07,1567.08,1567.09,1567.1,1567.11,1567.12,1567.13,1567.14,1567.15,1567.16,1567.17,1567.18,1567.19,1567.2,1567.21,1567.22,1567.23,1567.24,1567.25,1567.26,1567.27,1567.28,1567.29,1567.3,1567.31,1567.32,1567.33,1567.34,1567.35,1567.36,1567.37,1567.38,1567.39,1567.4,1567.41,1567.42,1567.43,1567.44,1567.45,1567.46,1567.47,1567.48,1567.49,1567.5,1567.51,1567.52,1567.53,1567.54,1567.55,1567.56,1567.57,1567.58,1567.59,1567.6,1567.61,1567.62,1567.63,1567.64,1567.65,1567.66,1567.67,1567.68,1567.69,1567.7,1567.71,1567.72,1567.73,1567.74,1567.75,1567.76,1567.77,1567.78,1567.79,1567.8,1567.81,1567.82,1567.83,1567.84,1567.85,1567.86,1567.87,1567.88,1567.89,1567.9,1567.91,1567.92,1567.93,1567.94,1567.95,1567.96,1567.97,1567.98,1567.99,1568
channel_1,-28.342,-28.2496,-28.216,-28.1376,-28.0185,-27.9611,-27.8419,-27.8184,-27.6776,-27.6154,-27.4723,-27.4449,-27.2842,-27.2095,-27.1592,-27.039,-26.9487,-26.9712,-26.786,-26.7617,-26.7362,-26.6265,-26.4802,-26.4789,-26.4048,-26.2967,-26.2385,-26.118,-26.1237,-25.9765,-26.0007,-25.9238,-25.9078,-25.882,-25.9386,-25.8995,-25.8407,-25.8987,-25.7482,-25.7594,-25.6018,-25.6054,-25.4003,-25.3766,-25.2296,-25.1255,-25.0982,-24.9448,-24.948,-24.8388,-24.7608,-24.772,-24.6915,-24.5987,-24.612,-24.5035,-24.5412,-24.5501,-24.4494,-24.5401,-24.4171,-24.439,-24.5156,-24.2346,-24.3722,-24.3525,-24.109,-24.4245,-24.3582,-24.0901,-24.489,-23.9872,-24.2785,-23.9922,-23.9463,-23.9964,-23.9825,-23.8023,-24.101,-23.828,-23.8245,-23.8674,-23.8153,-23.8005,-23.8384,-23.8208,-23.8506,-23.8613,-23.8198,-23.8188,-23.7808,-23.778,-23.737,-23.7368,-23.7329,-23.7727,-23.7436,-23.7848,-23.8323,-23.9332,-23.9774,-23.965,-23.9829,-24.0419,-23.9927,-24.0498,-24.0526,-24.0191,-24.029,-24.0712,-24.1184,-24.1791,-24.1929,-24.3112,-24.3863,-24.4492,-24.478,-24.5831,-24.6675,-24.6252,-24.7845,-24.73,-24.6968,-24.7684,-24.8234,-24.8683,-24.9514,-25.0341,-25.1563,-25.2922,-25.3003,-25.522,-25.7003,-25.8228,-25.9641,-26.2311,-26.3482,-26.587,-26.6629,-27.0283,-27.2718,-27.0382,-27.5008,-27.5971,-27.6925,-28.0111,-28.1954,-28.3939,-28.8441,-29.116,-29.8213,-29.9879,-30.4788,-31.0992,-31.7975,-32.3703,-33.0255,-34.3415,-35.0645,-37.2627,-39.9812,-45.8605,-45.2779,-33.0775,-31.5829,-30.5979,-30.8665,-29.9096,-29.9902,-29.6209,-29.6935,-29.2041,-29.2552,-29.0981,-29.0226,-29.0438,-29.0218,-29.0817,-29.0017,-29.0679,-29.1934,-29.171,-29.1858,-29.2707,-29.3798,-29.2888,-29.6082,-29.47,-29.4279,-29.5715,-29.4427,-29.7256,-29.4899,-29.6394,-29.6154,-29.5982,-29.5944,-29.6547,-29.6515,-29.4486,-29.5727,-29.633,-29.4716,-29.6535,-29.5252,-29.4777,-29.4829,-29.5296,-29.4743,-29.5006,-29.4662,-29.4851,-29.4897,-29.4683,-29.5052,-29.5065,-29.443,-29.5021,-29.4205,-29.3894,-29.3924,-29.3146,-29.2817,-29.2745,-29.24,-29.1837,-29.1446,-29.1271,-29.1316,-29.0964,-29.1043,-29.0609,-29.1082,-29.0064,-29.0297,-28.9176,-28.877,-28.7888,-28.7437,-28.68,-28.6352,-28.6088,-28.5542,-28.5488,-28.519,-28.4729,-28.4492,-28.42,-28.4814,-28.3744,-28.3033,-28.6054,-28.1409,-28.2821,-28.1792,-28.1709,-28.0552,-28.1226,-27.9704,-27.952,-27.8489,-27.7599,-27.9243,-27.3917,-27.6804,-27.226,-27.4005,-27.1592,-27.1768,-27.0413,-27.0804,-26.9482,-27.0245,-26.7544,-26.6993,-26.6279,-26.4932,-26.3529,-26.3881,-26.1542,-26.1428,-26.0735,-25.9527,-26.0142,-25.8767,-25.8488,-25.8829,-25.8455,-25.8795,-25.9039,-25.9217,-25.9539,-25.9508,-25.943,-25.9195,-25.9377,-25.9371,-25.9426,-25.7318,-25.5751,-25.592,-25.3318,-25.3544,-25.1451,-25.0427,-24.9195,-24.864,-24.8377,-24.7265,-24.7073,-24.6569,-24.6374,-24.6114,-24.5884,-24.5653,-24.5344,-24.535,-24.5559,-24.6036,-24.5857,-24.6296,-24.6329,-24.6519,-24.6585,-24.6725,-24.6672,-24.7106,-24.6436,-24.7975,-24.6358,-24.8508,-24.6737,-24.7163,-24.7902,-24.6512,-24.7648,-24.7752,-24.6695,-24.7433,-24.6355,-24.6779,-24.6607,-24.486,-24.8278,-24.4065,-24.6941,-24.4994,-24.5231,-24.6047,-24.5109,-24.6797,-24.5584,-24.5874,-24.8409,-24.5275,-24.6869,-24.7078,-24.5564,-24.5984,-24.6493,-24.4345,-24.5967,-24.4466,-24.5229,-24.4585,-24.4923,-24.4215,-24.4918,-24.4747,-24.5409,-24.5208,-24.6235,-24.6243,-24.6796,-24.6986,-24.751,-24.78,-24.7655,-24.8481,-24.8182,-24.8078,-24.9185,-24.8804,-24.9232,-24.9868,-24.9104,-25.0122,-24.9637,-24.9664,-24.9753,-24.9615,-25.024,-24.9952,-25.0478,-25.0661,-25.1091,-25.1348,-25.3088,-25.2387,-25.255,-25.4738
channel_2,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
channel_3,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
channel_4,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
